invoiceId,invoiceAmount,invoicePaidAmount,invoiceBalance,invoiceDiscountRate,invoiceDiscountAmount,invoiceProfit
18294,4584.23,4584.23,0,5,241.28,374.62
18295,359.1,359.1,0,5,18.9,30.42
18296,156.45,156.45,0,5,8.23,14.806
18297,230,230,0,0,8.84,20.51
18298,60,60,0,0,0,9
18299,95,95,0,0,1,11.48
18300,100,100,0,0,2.4,10.4
18301,240,240,0,0,8,25
18302,990.6,990.6,0,5,52.14,81.003
18303,180,180,0,0,0,45
18304,430,430,0,0,10,37.14
18305,12,12,0,0,0,1.56
18306,300,300,0,0,5,35.22
18307,10300,10300,0,0,1160,528.4
18308,50,50,0,0,0,11
18309,200,200,0,0,5,21.42
18310,30.5,30.5,0,5,1.61,2.695
18311,952.375,952.375,0,5,50.125,102.375
18312,127.92,127.92,0,5,6.73,11.9175
18313,339.57,339.57,0,5,17.87,29.118
18314,1080,1080,0,0,50,86.6
18315,320,320,0,0,10,33
18316,528.43,528.43,0,5,27.81,44.738
18317,330,330,0,0,8,56
18318,526.23,526.23,0,3,16.28,54.485
18319,100,100,0,0,2.6,7.42
18320,160,0,160,0,1.7,20
18321,1465.85,0,1465.85,0,0,244.38
18322,1480,1480,0,0,58,105.6
18323,360,360,0,0,5,32.11
18324,207.86,207.86,0,5,10.94,20.31
18325,80,80,0,0,4.5,9.71
18326,738.66,738.66,0,5,38.88,64.743
18327,99.15,99.15,0,0,0,13.84
18328,39.15,39.15,0,0,0,5.34
18329,660,660,0,5,49.6,43
18330,190,190,0,0,4.5,19.4
18331,436.34,436.34,0,5,22.97,37.035
18332,620,620,0,0,30,15.5
18333,320.63,320.63,0,5,16.88,26.975
18334,741.8,741.8,0,3,22.94,82.9678
18335,140,140,0,0,0,30
18336,60,60,0,0,0,6
18337,231,231,0,0,0,231
18338,100,100,0,0,0,10.76
18339,100,100,0,0,5,9
18340,227.54,227.54,0,5,11.98,18.504
18341,120,120,0,0,0,19
18342,140,140,0,0,10,10
18343,100,100,0,0,0,10.71
18344,50,50,0,0,0,6.55
18345,159,159,0,0,0,21
18346,320,320,0,0,8,34.65
18347,417.62,417.62,0,5,21.98,36.52
18348,270,270,0,0,6,27.44
18349,230,230,0,0,4.1,26.5
18350,210,210,0,0,5,24
18351,250,250,0,0,2.81,32.97
18352,405.46,405.46,0,3,12.54,38.27
18353,120,120,0,0,7,10
18354,871.44,871.44,0,5,45.87,71.805
18355,290,290,0,0,10.3,31.79
18356,832.75,832.75,0,3,25.76,86.945
18357,30,30,0,0,0,4.17
18358,1530,1530,0,0,95,36.59
18359,1266.81,1266.81,0,5,66.67,128.046
18360,1800,1800,0,0,45,120
18361,600,600,0,0,15,34.2
18362,70,70,0,0,0,10.8
18363,160,160,0,0,2,20.32
18364,199.5,199.5,0,5,10.5,20.05
18365,125.4,125.4,0,5,6.6,10.5
18366,505.4,505.4,0,5,26.6,45.48
18367,150,150,0,0,1,19
18368,340.85,340.85,0,0,6,41.33
18369,1200,1200,0,0,43,80.1
18370,331.72,331.72,0,5,17.46,42.651
18371,150,150,0,0,0,23.1
18372,568.77,568.77,0,5,29.94,49.365
18373,210,210,0,0,5,24
18374,280,280,0,0,7.5,29.87
18375,3.44,3.44,0,0,0,0.45
18376,380,380,0,5,23.2,29.3
18377,1930,1930,0,3.5,74,145.31
18378,9,9,0,0,0,1.18
18379,400,400,0,0,21.2,34.8
18380,220,220,0,0,11,220
18381,218.39,218.39,0,5,11.49,18.466
18382,98,98,0,0,0,13.58
18383,88,88,0,0,0,11.6
18384,313.5,313.5,0,5,16.5,26.7
18385,85,85,0,0,0,19
18386,48,48,0,0,0,6.28
18387,1700,1700,0,0,106,114.24
18388,110,0,110,0,0,16.19
18389,60,60,0,0,0,13.86
18390,120,120,0,0,0,14.8
18391,40,0,40,0,0,6
18392,400,400,0,0,20,39.5
18393,150,150,0,0,10,14
18394,2000,2000,0,0,42,136.87
18395,200,200,0,0,0,24
18396,580.8775,580.8775,0,5,30.5725,52.0275
18397,150,150,0,0,9,20.79
18398,74.67,74.67,0,5,3.93,6.47
18399,356.25,356.25,0,5,18.75,26.25
18400,880,880,0,0,30,50
18401,1762.25,1762.25,0,5,92.75,149.25
18402,1087.94,1087.94,0,5,57.26,93.74
18403,179.55,179.55,0,5,9.45,16.59
18404,240,240,0,0,10,21.5
18405,488.68,488.68,0,5,25.72,42.78
18406,40,40,0,0,0.48,4.47
18407,1346.18,1346.18,0,3.5,48.83,90.675
18408,680,680,0,0,4.8,65.4
18409,600,600,0,0,0,54.55
18410,409.58,409.58,0,3,12.67,43.0725
18411,150,150,0,0,0,20.8
18412,439.31,439.31,0,3,13.59,51.613
18413,30.78,30.78,0,5,1.62,2.58
18414,400,400,0,0,15,39
18415,1156.45,1156.45,0,5,60.87,111.04
18416,1187.5,1187.5,0,5,62.5,147.5
18417,140,140,0,0,5.2,13.9
18418,199.5,199.5,0,0,0,26.95
18419,976.6,976.6,0,5,51.4,84.6
18420,19.18,19.18,0,0,0,1.54
18421,222.16,222.16,0,5,11.69,18.6375
18422,685.19,685.19,0,5,36.06,55.9875
18423,670,670,0,3,22,27.5
18424,50,50,0,0,0,6.53
18425,190,190,0,0,5,21.7
18426,722.65,0,722.65,3,22.35,36.21
18427,35.85,35.85,0,0,0,4.94
18428,320.83,320.83,0,4,13.37,36.492
18429,35.85,35.85,0,0,0,4.94
18430,731.38,731.38,0,3,22.62,77.38
18431,90,90,0,0,0,18
18432,330,330,0,0,10,34.27
18433,300,300,0,5,21.48,19.976
18434,759.81,759.81,0,5,39.99,64.11
18435,279.68,279.68,0,5,14.72,22.08
18436,150,150,0,0,2,17.36
18437,60,60,0,0,2,7.8
18438,60,60,0,0,0,8.34
18439,160,160,0,0,5,16
18440,670.26,670.26,0,3,20.73,74.7003
18441,80,80,0,0,0,12.31
18442,25,0,25,0,2,25
18443,150,150,0,0,0,21
18444,220,220,0,0,5,24.3
18445,69.33,69.33,0,0,0,9.37
18446,429.97,429.97,0,3.5,15.59,43.3054
18447,100,100,0,0,0,19.5
18448,104.48,104.48,0,5,5.92,8.48
18449,149.96,149.96,0,3.5,5.44,14.761
18450,260,260,0,0,10,27
18451,540,540,0,0,38.64,36.8
18452,280,280,0,0,5.88,35.7
18453,109,109,0,0,0,40.3
18454,121.89,121.89,0,5,6.42,9.785
18455,870.3,870.3,0,5,45.81,77.545
18456,270,270,0,0,0,28.91
18457,240,240,0,0,0,31.36
18458,50,50,0,0,0,6.53
18459,210,210,0,0,7,21.28
18460,1622.8,1622.8,0,5,85.41,145.94
18461,3934.14,3934.14,0,5,207.06,350.91
18462,35.85,35.85,0,0,0,4.94
18463,1000,1000,0,5,58.82,76.779
18464,200,200,0,0,6.4,21.8
18465,250,250,0,0,0,29.74
18466,50,50,0,0,2.1,6.6
18467,1580,1080,500,0,30,121.73
18468,300,300,0,0,4.43,35.28
18469,70,70,0,0,2,7.42
18470,75,75,0,0,2.36,11
18471,169.9,169.9,0,0,0,21.9
18472,20,20,0,0,0,4.4
18473,140,140,0,0,3.04,15.62
18474,130,130,0,0,5,16.12
18475,265.05,265.05,0,5,13.95,22.32
18476,50,50,0,0,0,6.55
18477,70,70,0,0,0,9
18478,220,220,0,0,6.2,27.2
18479,858.05,858.05,0,5,45.16,72.2595
18480,880,880,0,0,30,50
18481,28,28,0,0,0,4.08
18482,500,500,0,0,16,51.2
18483,200,200,0,0,9.3,19.1
18484,2443.59,2443.59,0,5,128.61,218.49
18485,75,75,0,0,0,10.23
18486,420,420,0,0,30,40
18487,280,280,0,0,6.62,32.92
18488,262.58,262.58,0,5,13.82,23.88
18489,220,220,0,0,5,28.75
18490,49.1,49.1,0,0,0,8.12
18491,60,60,0,0,0,9
18492,121.2,121.2,0,0,0,16.8
18493,100,100,0,0,0,23.5
18494,110,110,0,0,1.84,12.08
18495,274.96,274.96,0,0,0,34.18
18496,125,125,0,0,2,15
18497,350,350,0,0,15,34.3
18498,65.46,65.46,0,0,0,8.46
18499,159.2,159.2,0,0,0,21.15
18500,200,200,0,0,0,26.08
18501,360,360,0,0,15.64,54.34
18502,60,60,0,0,0,6
18503,440,440,0,0,20.2,34.1
18504,200,200,0,0,5,21
18505,330,330,0,0,25,44.8
18506,800,0,800,0,5,73.98
18507,170,170,0,0,4.8,16.6
18508,630,630,0,0,20,77.5
18509,640,640,0,0,21.8,64.5
18510,85,85,0,0,1,10.1
18511,880,880,0,0,30,50
18512,80,80,0,0,0,25.2
18513,719.34,719.34,0,5,37.86,63.54
18514,165,165,0,0,4,28
18515,28.35,28.35,0,0,0,3.5
18516,190,190,0,0,1,26
18517,599.18,599.18,0,0,10.6,69.74
18518,35.85,35.85,0,0,0,5.04
18519,44.1,44.1,0,0,0,5.9
18520,870,870,0,0,15,72.7
18521,514.25,514.25,0,6.5,35.75,41.25
18522,80,80,0,0,5,7
18523,260,260,0,0,5,28.77
18524,80,80,0,0,0,10.53
18525,210,210,0,0,5,18.04
18526,140,140,0,0,0,16
18527,400,400,0,0,0,70
18528,349.638,349.638,0,5,18.402,31.798
18529,597.55,597.55,0,5,31.45,56.45
18530,89.87,89.87,0,5,4.73,6.87
18531,22.69,22.69,0,0,0,2.89
18532,135,135,0,0,0,25
18533,847.88,847.88,0,5,44.63,71.475
18534,10,10,0,0,0,1.4
18535,364.65,364.65,0,5,25.35,32.6
18536,1359.64,1359.64,0,5,71.56,114.44
18537,130,130,0,0,2,16.2
18538,492.5,492.5,0,0,0,55.94
18539,130,130,0,0,4.4,16
18540,240,240,0,0,0,31.64
18541,25,25,0,0,0,5
18542,417.53,417.53,0,5,21.98,66.685
18543,90,90,0,0,0,18.75
18544,1460,1460,0,0,45,112.72
18545,152.9025,152.9025,0,5,8.0475,12.5925
18546,70,70,0,0,5.74,3.57
18547,968.62,968.62,0,5,50.98,81.07
18548,90,90,0,0,0,17
18549,30,30,0,0,0,9.6
18550,96,96,0,0,0,12.56
18551,150,150,0,0,0,22.5
18552,280,280,0,0,2,37
18553,130,130,0,0,0,17.93
18554,55.6,55.6,0,0,0,7.6
18555,230,230,0,0,10,19.53
18556,525.92,525.92,0,5,27.68,42.92
18557,440,440,0,0,13,68.9
18558,169.02,169.02,0,0,0,22.04
18559,150.1,150.1,0,5,7.9,12.7
18560,496.38,496.38,0,5,26.13,43.175
18561,30.5,30.5,0,5,1.61,2.695
18562,479.75,479.75,0,5,25.25,69.75
18563,70,70,0,0,0,10.2
18564,825.28,825.28,0,3,25.52,85.316
18565,48.91,48.91,0,5,2.57,4.026
18566,300,300,0,0,12.5,28.5
18567,51,51,0,0,0,6.7
18568,109.27,109.27,0,0,0,13.95
18569,60,60,0,0,2.85,5.34
18570,142.68,142.68,0,0,0,18.64
18571,260,260,0,0,10,24
18572,270,270,0,0,5,31.5
18573,366.6,366.6,0,0,0,47.8
18574,210,210,0,0,10,18.6
18575,100,100,0,0,5,8
18576,570,570,0,0,20,23.7
18577,352.66,0,352.66,0,12.18,35.58
18578,149.46,149.46,0,4.5,7.04,13.3975
18579,870,870,0,0,40,40
18580,564.3,564.3,0,5,29.7,47.84
18581,70,70,0,0,0,10
18582,1068.75,1068.75,0,5,56.25,91.63
18583,160,160,0,0,8.64,13.32
18584,140.6,140.6,0,0,0,18.2
18585,20,20,0,0,0,12.5
18586,90,90,0,0,8,5
18587,488.78,488.78,0,5,25.73,38.205
18588,45.65,45.65,0,0,0,6.31
18589,74.67,74.67,0,5,3.93,5.67
18590,876.92,0,0,5,46.15,74.9965
18591,160,160,0,0,5.36,17.14
18592,191.38,191.38,0,0,0,65.18
18593,188.1,188.1,0,5,9.9,16.8
18594,110.63,110.63,0,5,5.82,9.3775
18595,149.5,149.5,0,0,0,18
18596,350,350,0,0,15,34.3
18597,380,380,0,0,11.5,41.61
18598,50,50,0,0,0,9
18599,190,190,0,0,2,23.04
18600,792.3,792.3,0,5,41.7,67.6
18601,178.54,178.54,0,5,9.4,14.223
18602,440,440,0,0,20,40
18603,420,420,0,0,12.8,44.6
18604,450,450,0,0,14,46.55
18605,99.78,99.78,0,3.5,3.62,9.781
18606,20,20,0,0,0,2.8
18607,420,420,0,0,6,43.6
18608,125,0,125,0,0,15
18609,75,75,0,0,0,9.74
18610,600,600,0,0,15,34.2
18611,265,265,0,0,10,28
18612,598.5,598.5,0,5,31.5,46.5
18613,649.52,649.52,0,5,34.19,50.315
18614,143.91,143.91,0,5,7.57,11.046
18615,119.23,119.23,0,5,6.28,9.325
18616,286.38,286.38,0,5,15.07,24.8275
18617,20,20,0,0,0,2.6
18618,280,280,0,0,9,28.5
18619,399,399,0,5,21,33.8
18620,70,70,0,0,0,7.22
18621,300,300,0,0,4.8,34.8
18622,280,280,0,0,9.9,29.64
18623,149.48,149.48,0,0,2,16.62
18624,1030,1030,0,0,30,74.9
18625,20.24,20.24,0,5,1.07,1.755
18626,50,50,0,0,0,19.98
18627,470.73,470.73,0,5,24.78,41.985
18628,50,50,0,0,0,6.5
18629,480,480,0,0,5,60.5
18630,399,0,399,0,0,53.9
18631,19.8,19.8,0,0,0,4.62
18632,320,320,0,0,14.78,28.64
18633,170,170,0,0,1.18,21.74
18634,180,0,180,0,0,15.63
18635,460,460,0,0,20,42.8
18636,190,190,0,0,10,9.82
18637,50,50,0,0,2.5,4.4
18638,580,580,0,3,20,61.4
18639,100,100,0,0,0,32.9
18640,80,80,0,0,0,8
18641,120,120,0,0,0,17
18642,100,100,0,0,3.25,11.8
18643,90,90,0,0,0,10
18644,98.5,98.5,0,5,6.5,8.15
18645,520,520,0,5,29.91,41.795
18646,278.656,278.656,1.00E-09,5,14.664,23.806
18647,140,140,0,0,0,16
18648,75,75,0,0,0,9.78
18649,637.45,637.45,0,5,33.55,56.95
18650,530,530,0,5,30,43.92
18651,217.26,217.26,0,5,11.43,20.0355
18652,50,50,0,0,0.6,5.61
18653,200,200,0,0,0,31.06
18654,294.5,294.5,0,5,15.5,73.06
18655,90,90,0,0,5,7.3
18656,10,10,0,0,0,3.2
18657,220,220,0,0,5,24.43
18658,437,437,0,5,23,36
18659,110,0,110,0,1.6,14.7
18660,690,690,0,0,20,79.7
18661,140,140,0,0,5,13.36
18662,1000,1000,0,0,50,95
18663,55,55,0,0,0,15
18664,500,500,0,0,50,17.55
18665,20,20,0,0,2,0.7
18666,70,70,0,0,0,10
18667,255,255,0,0,0,23.18
18668,270,270,0,0,5.85,30.73
18669,473.77,473.77,0,5,24.94,39.665
18670,1080,1080,0,0,40,61.85
18671,26,26,0,0,0,3.4
18672,26,26,0,0,0,3.4
18673,1200,1200,0,0,50,50
18674,240,240,0,0,10.6,22
18675,95,95,0,0,0,11.07
18676,65,65,0,0,3,6.88
18677,100,100,0,0,0,22
18678,170,170,0,0,0,18.2
18679,80,80,0,0,1,7.38
18680,1310,1310,0,0,50,84.5
18681,0,0,0,0,0,0
18682,0,0,0,0,0,0
18683,450,450,0,0,10,50
18684,1372.28,1372.28,0,5,72.23,109.575
18685,370,370,0,5,20,31
18686,274.08,274.08,0,5,14.43,25.875
18687,40,40,0,0,1.73,3.86
18688,60,60,0,0,0,20
18689,360,360,0,5,19,26.91
18690,20,20,0,0,0,4.4
18691,319.49,319.49,0,5,16.82,26.985
18692,531.95,0,531.95,5,28,44.6325
18693,982,0,982,0,0,141.38
18694,789.58,789.58,0,3,24.42,85.33
18695,150,150,0,0,4.64,15.68
18696,170.235,170.235,0,3,5.265,20.275
18697,20,20,0,0,0,6.4
18698,40,40,0,0,0,22.5
18699,40,40,0,0,0,13.16
18700,679.36,679.36,0,3.5,24.64,67.36
18701,110.24,110.24,0,5,5.8,14.238
18702,653.6,653.6,0,5,34.4,51.6
18703,397.1,0,397.1,5,20.9,33.1
18704,509.765,509.765,-0.001,5,26.835,43.165
18705,870,870,0,0,15,72.7
18706,100,100,0,0,4.64,8.16
18707,640,640,0,0,5,77.35
18708,597.52,597.52,0,3,18.48,63.34
18709,484.98,484.98,0,5,25.53,37.225
18710,69.25,69.25,0,4,2.89,6.3344
18711,1129.08,1129.08,0,5,59.43,41.725
18712,94.08,94.08,0,0,0,14.28
18713,570,570,0,0,22,51.5
18714,800.12,800.12,0,3.5,29.02,78.7601
18715,2900,2900,-2100,0,220.59,270.25
18716,380,380,0,0,10,89
18717,35.85,35.85,0,0,0,4.94
18718,1357.08,1357.08,0,5,71.43,114.875
18719,346.75,346.75,0,5,18.25,31.05
18720,607.62,607.62,0,5,31.98,55.84
18721,551.93,551.93,0,3,17.07,58.07
18722,100,100,0,0,0,18
18723,158.46,158.46,0,5,8.34,14.46
18724,64.07,64.07,0,5,3.37,8.748
18725,344.38,344.38,0,5,18.13,37.455
18726,400,400,0,0,20,34.8
18727,209,209,0,5,11,17.8
18728,307.88,0,307.88,0,0,43.44
18729,360,360,0,0,11.44,35.17
18730,100,100,0,0,0,14
18731,353.12,353.12,0,5,18.59,29.915
18732,280.9,280.9,0,0,15,24.18
18733,1500,1500,0,0,50,158.75
18734,715.35,715.35,0,5,37.65,63.68
18735,20,20,0,0,1.7,1.1
18736,493.43,493.43,0,5,25.97,38.83
18737,2575.93,2575.93,0,5,135.58,212.415
18738,423.548,423.548,0,5,22.292,36.428
18739,145,145,0,0,0,20
18740,509.53,509.53,0,5,26.82,43.2925
18741,560,560,0,3,20,44.57
18742,315,315,0,0,11,30
18743,110,110,0,0,2,12.6
18744,190,190,0,5,10,20
18745,150,150,0,0,0,19.53
18746,829.36,0,829.36,0,0,111.42
18747,30,30,0,0,2.4,1.8
18748,50,50,0,0,5.6,2
18749,288.8,288.8,0,5,15.2,24.32
18750,50,50,0,0,0,8
18751,60,60,0,0,3.9,4.44
18752,883.04,883.04,0,5,46.48,66.224
18753,179.1,179.1,0,0,0,25.2
18754,10,10,0,0,0.4,1.42
18755,36.35,36.35,0,0,0,5.1
18756,245.29,245.29,0,5,12.91,22.49
18757,60,60,0,0,0,13.86
18758,850,850,0,0,20,66.2
18759,400,400,0,0,13.4,44.14
18760,384.64,384.64,0,5,20.24,32.316
18761,30,30,0,0,2,12.81
18762,68,68,0,0,0,8.88
18763,1020,1020,0,5,54,91
18764,559.31,559.31,0,5,29.44,49.1325
18765,419.69,419.69,0,4,17.49,38.8728
18766,318.25,318.25,0,5,16.75,24.25
18767,264.01,264.01,0,5,13.9,44.405
18768,170,170,0,0,0,18.2
18769,99.54,99.54,0,0,0,13.92
18770,201.12,201.12,0,5,10.59,16.615
18771,320,0,320,0,7.4,48
18772,99,99,0,0,0,13.65
18773,210,210,0,0,1.9,26.7
18774,80,80,0,0,0,8.57
18775,309.23,309.23,0,5,16.28,28.615
18776,471.28,471.28,0,5,24.8,40.176
18777,161.6,161.6,0,5,8.51,13.695
18778,69.33,69.33,0,0,0,9.37
18779,29.2,29.2,0,0,0,3.8
18780,204.82,204.82,0,5,10.78,15.81
18781,680,680,0,0,10,44.45
18782,626.15,626.15,0,5,32.96,56.145
18783,430,430,0,0,6,36.34
18784,340,340,0,0,9,36.53
18785,170.15,170.15,0,5,8.96,13.945
18786,550,550,0,0,23.6,55.4
18787,1136.93,1136.93,0,5,59.84,90.2515
18788,95,95,0,0,0,12.39
18789,150,150,0,0,0,22.5
18790,55,55,0,0,0,15
18791,150,150,0,0,0,25
18792,100,100,0,0,4.72,9.14
18793,2100,2100,0,5,115.2,164.6
18794,98,0,98,0,0,13
18795,830,830,0,5,44.4,79.7
18796,70,70,0,0,0,10
18797,90,90,0,5,6,6.48
18798,20,20,0,0,1.7,2.85
18799,340,340,0,0,10,37
18800,190,190,0,0,0,24.06
18801,21,21,0,0,0,6.63
18802,870,870,0,5,49.8,90
18803,97,97,0,0,0,13.74
18804,30,30,0,0,0,2.67
18805,30,30,0,0,0,2.67
18806,710,710,0,0,8.64,94.71
18807,122.65,122.65,0,5,6.46,11.245
18808,42.35,42.35,0,0,0,5.91
18809,640.92,640.92,0,0,0,85.92
18810,35.85,35.85,0,0,0,4.94
18811,187.15,187.15,0,5,9.85,21.53
18812,3950,0,3950,0,163.8,457.8
18813,115,115,0,0,4.5,18.5
18814,130,0,130,0,8.6,9.4
18815,50,50,0,0,0,20
18816,527.06,527.06,0,5,27.74,61.06
18817,157.89,157.89,0,5,8.31,13.59
18818,66.5,66.5,0,5,3.5,6.2
18819,50,50,0,0,0,19.98
18820,400,400,0,0,4,49
18821,500,500,0,0,22,48.38
18822,1796.78,1796.78,0,5,94.57,151.8825
18823,870,870,0,0,40,40
18824,320.82,320.82,0,5,16.89,27.115
18825,580,580,0,0,10,106
18826,215,215,0,0,0,37.52
18827,120,120,0,0,6,10.44
18828,119.7,119.7,0,5,6.3,11.06
18829,600,600,0,0,19.43,63.59
18830,868.97,868.97,0,2,17.73,82.866
18831,478.8,478.8,0,5,25.2,44.24
18832,370,370,0,2,8,44.08
18833,140,140,0,0,5,14
18834,1420,1420,0,5,75.15,126.2425
18835,180,180,0,0,5,20
18836,200,200,0,0,0,30
18837,1353.2,1353.2,0,0,40,94.86
18838,586.37,0,586.37,3,18.14,61.065
18839,180,180,0,0,3,21
18840,298.11,298.11,0,5,15.69,27.51
18841,142.5,142.5,0,5,7.5,11.7
18842,1265.85,1265.85,0,3,39.15,120.1
18843,180,180,0,0,0,45
18844,180,180,0,0,0,15
18845,220,220,0,0,3.02,26.08
18846,449.87,449.87,0,5,23.68,43.6725
18847,230,230,0,0,10,18.75
18848,422.75,422.75,0,5,22.25,36.15
18849,1500.575,1500.575,0,3.5,54.425,131.815
18850,169,169,0,0,0,41
18851,455.05,455.05,0,5,23.95,60.05
18852,140,140,0,0,0.68,18.49
18853,35,35,0,0,0,4
18854,60,60,0,0,0,7.8
18855,300,300,0,0,20,15.91
18856,150,0,150,0,0,13.64
18857,200,200,0,0,0,24
18858,1300,1300,0,0,40,70.32
18859,414.11,414.11,0,5,21.8,36.365
18860,70,70,0,0,2,10.1
18861,130,130,0,0,0,14.65
18862,76.95,76.95,0,0,0,9
18863,180,180,0,0,4.08,19.95
18864,322.53,322.53,0,5,16.98,28.875
18865,1765.31,1765.31,0,5,92.91,149.509
18866,110,110,0,0,0,11
18867,280,280,0,0,7.5,30
18868,359.57,359.57,0,5,18.92,28.4255
18869,670.27,670.27,0,3,20.73,68.95
18870,1848.89,1848.89,0,5,97.31,155.39
18871,270,270,0,0,5,31
18872,190,190,0,0,0,24.8
18873,550,550,0,0,24.3,71.28
18874,170,170,0,0,19,6.5
18875,1336.8875,1336.8875,0,5,70.3625,115.8175
18876,146.97,146.97,0,5,7.74,12.865
18877,100,100,0,0,0,22.5
18878,240,240,0,0,7.5,24
18879,199.5,199.5,0,5,10.5,16.85
18880,260,260,0,0,3.75,28.65
18881,100,100,0,0,2.06,11.26
18882,480,480,0,0,6,59.61
18883,130,130,0,0,5,8.93
18884,350,350,0,0,15,34.3
18885,1830,1830,0,5,99.4,153
18886,500,500,0,0,28,44
18887,500,500,0,0,15.64,55.12
18888,229.52,229.52,0,5,12.08,22.12
18889,60,60,0,0,0,7.2
18890,125.4,125.4,0,5,6.6,11.6
18891,50,50,0,0,0,13.85
18892,260,260,0,0,5,45.83774
18893,389.71,389.71,0,5,20.51,31.829
18894,110,110,0,0,5,10
18895,65,65,0,0,0,6.18
18896,610,610,0,0,11,46.28
18897,20,20,0,0,0,3
18898,627.67,627.67,0,5,33.04,54.1145
18899,96,96,0,0,0,12.48
18900,96,96,0,0,0,12.56
18901,500,500,0,0,20,50
18902,179.55,179.55,0,5,9.45,15.21
18903,179.55,179.55,0,5,9.45,15.23
18904,20,20,0,0,1,3.8
18905,199.5,199.5,0,5,10.5,24.5
18906,345.8,345.8,0,5,18.2,29.8
18907,2270,2270,0,0,80,133.63
18908,110,110,0,0,4,11.36
18909,1972.96,1972.96,0,5,103.84,164.24
18910,260,260,0,0,9,23.22
18911,370,370,0,0,10,35
18912,400,400,0,0,5,39
18913,110,110,0,0,0,19
18914,188.1,188.1,0,0,0,24.93
18915,454.94,454.94,0,5,23.94,40.696
18916,660,660,0,0,15,47.78
18917,300,300,0,0,22.1,18.65
18918,50,0,50,0,0,16.5
18919,368.73,368.73,0,5,19.41,31.923
18920,130,130,0,0,5,14
18921,197.2,197.2,0,0,0,25.79
18922,50,50,0,0,0,6.52
18923,517.75,517.75,0,5,27.25,43.7
18924,1560,1560,0,0,17,144.5
18925,502.66,502.66,0,5,26.46,38.714
18926,120,120,0,0,14,2.71
18927,866.31,866.31,0,5,45.6,81.505
18928,199.5,199.5,0,5,10.5,18
18929,128.25,128.25,0,5,6.75,10.95
18930,490.2,490.2,0,5,25.8,41.4
18931,329.18,329.18,0,5,17.33,29.475
18932,50,50,0,0,0,19.98
18933,494.48,494.48,0,5,26.03,38.125
18934,1120,1120,0,0,30,83.75
18935,100.8,100.8,0,0,0,13.2
18936,420,420,0,0,18,39.1
18937,73.6,73.6,0,0,0,11.12
18938,130,130,0,0,4,15.43
18939,2850,0,2850,0,100,118.5
18940,160,160,0,0,6.35,15.82
18941,300,300,0,0,14,44.86
18942,80,80,0,0,0,10.1
18943,38.61,38.61,0,0,0,5.3
18944,359.77,359.77,0,5,18.94,31.665
18945,150,150,0,0,5.06,15.46
18946,570,570,0,0,5,69.46
18947,20,20,0,0,0.55,1.1
18948,40,40,0,0,2,7.6
18949,1868.21,1868.21,0,3,57.78,195.2703
18950,498.75,498.75,0,5,26.25,44.75
18951,50,50,0,0,0,9
18952,190,190,0,0,5,73
18953,210,210,0,0,0,30.55
18954,70,0,70,0,0,10.2
18955,90,90,0,0,4,9
18956,140,140,0,0,0,26.64
18957,75,75,0,0,0,10.42
18958,40,40,0,0,2,7.6
18959,540,540,0,3,20,52
18960,880,880,0,0,30,50
18961,167.11,167.11,0,5,8.8,13.305
18962,312.55,312.55,0,5,16.45,23.15
18963,50,50,0,0,1,7.55
18964,40,40,0,0,4,1.8
18965,270,270,0,0,5.5,30.4
18966,100,100,0,0,5,3.56
18967,-9,-9,0,0,10,-9
18968,472,0,472,0,0,90.38
18969,26.48,26.48,0,0,0,3.67
18970,435.29,435.29,0,5,22.91,42.09
18971,618.45,618.45,0,5,32.55,52.65
18972,80.64,80.64,0,4,3.36,8.28
18973,1000,1000,0,0,31.44,111.97
18974,87,87,0,0,0,20.92
18975,50.69,50.69,0,0,0,4.07
18976,60,60,0,0,0.6,7.3
18977,50,50,0,0,0,8.3
18978,313.69,313.69,0,5,16.51,25.35
18979,680,680,0,0,15,47
18980,1987.2195,1987.2195,0,5,104.5905,177.1595
18981,1028.28,1028.28,0,5,54.12,95.08
18982,259.61,259.61,0,3,8.03,26.8008
18983,150,150,0,0,3.9,16.44
18984,1074.2,0,1074.2,0,0,143.66
18985,540,540,0,0,20,60
18986,80,80,0,0,0,12
18987,540,540,0,0,20,60
18988,440,0,440,0,10,41.42
18989,100,100,0,0,4.65,10
18990,147.63,147.63,0,5,7.77,12.43
18991,1405.8,1405.8,0,5,73.99,119.6405
18992,20,20,0,0,0.55,1.1
18993,160,160,0,0,2,19.1
18994,200,200,0,0,10,18.5
18995,115.52,115.52,0,5,6.08,10.04
18996,181.15,181.15,0,0,0,25.64
18997,378.86,378.86,0,5,19.94,29.46
18998,134.9,0,134.9,5,7.1,12.38
18999,104.31,104.31,0,5,5.49,8.31
19000,1200,1200,0,0,50,125
19001,950.4,950.4,0,4,39.6,97.4
19002,427.5,427.5,0,5,22.5,36.1
19003,270,270,0,0,5,20
19004,60,60,0,0,0,7.5
19005,20,20,0,0,1,3.2
19006,190,190,0,0,1.5,22.9
19007,90,90,0,0,6,6.48
19008,361.95,361.95,0,5,19.05,26.07
19009,190,190,0,0,0.84,24.58
19010,200,200,0,0,1.2,24.48
19011,300,300,0,0,0,75
19012,400,400,0,0,0,46.85
19013,140,140,0,0,2.5,16.75
19014,492.537,492.537,0,5,25.923,56.537
